INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long
I182070498,3410,Towed,TOWED MOTOR VEHICLE,A1,83,2018,9,Sunday,7,Part Three,HENCHMAN ST,42.36721232,-71.05369636
I182070497,1402,Vandalism,VANDALISM,C6,233,2018,9,Sunday,4,Part Two,E EIGHTH ST,42.33131745,-71.04411164
I182070496,619,Larceny,LARCENY ALL OTHERS,B2,318,2018,9,Sunday,0,Part One,SEAVER ST,42.30878855,-71.09055618
I182070496,1402,Vandalism,VANDALISM,B2,318,2018,9,Sunday,0,Part Two,SEAVER ST,42.30878855,-71.09055618
I182070495,3301,Verbal Disputes,VERBAL DISPUTE,B3,420,2018,9,Sunday,8,Part Three,W SELDEN ST,42.27376816,-71.08919673
I182070494,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,194,2018,9,Sunday,8,Part Three,DORCHESTER AVE,42.33014012,-71.05695787
I182070492,3410,Towed,TOWED MOTOR VEHICLE,D14,801,2018,9,Sunday,7,Part Three,FARRINGTON AVE,42.35429484,-71.13190433
I182070491,619,Larceny,LARCENY ALL OTHERS,C11,401,2018,9,Saturday,18,Part One,TALBOT AVE,42.28863812,-71.06631579
I182070489,616,Larceny,LARCENY THEFT OF BICYCLE,D4,619,2018,9,Sunday,7,Part One,HUNTINGTON AVE,42.34221544,-71.08577075
I182070488,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,790,2018,9,Sunday,7,Part Three,ORKNEY RD,42.33691995,-71.14960316
I182070487,3001,Medical Assistance,DEATH INVESTIGATION,D14,761,2018,9,Sunday,7,Part Three,BROCK ST,42.35087795,-71.16036469
I182070486,3007,Medical Assistance,SUDDEN DEATH,C11,336,2018,9,Sunday,5,Part Three,BLAKEVILLE ST,42.30470597,-71.07091547
I182070485,1402,Vandalism,VANDALISM,C11,451,2018,9,Sunday,6,Part Two,WASHINGTON ST,42.29417346,-71.07193797
I182070484,1402,Vandalism,VANDALISM,E5,674,2018,9,Sunday,6,Part Two,SOUTH ST,42.28878014,-71.13438128
I182070482,2660,Other,OTHER OFFENSE,C6,914,2018,9,Sunday,5,Part Two,DR. MICHAEL GAVIN WAY,42.32614559,-71.05349144
I182070477,3115,Investigate Person,INVESTIGATE PERSON,C11,341,2018,9,Sunday,4,Part Three,NORTON ST,42.30460308,-71.06691869
I182070476,619,Larceny,LARCENY ALL OTHERS,D14,795,2018,9,Sunday,3,Part One,CAMBRIDGE ST,42.35343384,-71.13786355
I182070476,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,795,2018,9,Sunday,3,Part Two,CAMBRIDGE ST,42.35343384,-71.13786355
I182070474,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,321,2018,9,Sunday,2,Part Three,INTERVALE ST,42.31226098,-71.08179001
I182070473,3114,Investigate Property,INVESTIGATE PROPERTY,E13,916,2018,9,Sunday,3,Part Three,PARKER ST,42.32469443,-71.10087902
I182070472,301,Robbery,ROBBERY - STREET,A1,92,2018,9,Sunday,3,Part One,COURT ST,42.359254,-71.059477
I182070468,3115,Investigate Person,INVESTIGATE PERSON,B3,452,2018,9,Sunday,3,Part Three,MERLIN ST,42.29504764,-71.07486557
I182070467,2647,Other,THREATS TO DO BODILY HARM,C6,174,2018,9,Saturday,23,Part Two,DORCHESTER AVE,42.33980295,-71.05718881
I182070466,3301,Verbal Disputes,VERBAL DISPUTE,B3,463,2018,9,Sunday,3,Part Three,HARVARD ST,42.29260629,-71.08989828
I182070464,3115,Investigate Person,INVESTIGATE PERSON,C11,243,2018,9,Sunday,2,Part Three,PLEASANT ST,42.31646016,-71.05947087
I182070463,3114,Investigate Property,INVESTIGATE PROPERTY,D14,774,2018,9,Sunday,3,Part Three,SOUTH ST,42.3399985,-71.1567633
I182070461,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,263,2018,9,Sunday,0,Part Three,DUDLEY ST,42.32375515,-71.07391884
I182070459,3207,Property Found,PROPERTY - FOUND,D14,794,2018,9,Sunday,2,Part Three,BRIGHTON AVE,42.35301119,-71.13261451
I182070458,801,Simple Assault,ASSAULT - SIMPLE,A7,22,2018,9,Sunday,2,Part Two,MARION ST,42.37575891,-71.03536688
I182070457,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,2018,9,Sunday,2,Part Two,BOYLSTON ST,42.34489594,-71.09659186
I182070454,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,A7,30,2018,9,Sunday,2,Part Three,MAVERICK ST,42.36848841,-71.03513563
I182070453,801,Simple Assault,ASSAULT - SIMPLE,E5,562,2018,9,Sunday,2,Part Two,WASHINGTON ST,42.28788933,-71.12658585
I182070453,1402,Vandalism,VANDALISM,E5,562,2018,9,Sunday,2,Part Two,WASHINGTON ST,42.28788933,-71.12658585
I182070452,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,424,2018,9,Sunday,1,Part Three,RIVER ST,42.27014779,-71.08956535
I182070450,3201,Property Lost,PROPERTY - LOST,A1,76,2018,9,Saturday,22,Part Three,CAUSEWAY ST,42.3655824,-71.0608703
I182070448,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,226,2018,9,Sunday,0,Part Three,L ST,42.334165,-71.03533745
I182070447,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,2018,9,Sunday,1,Part Three,ADAMS ST,42.29636106,-71.05644948
I182070446,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,464,2018,9,Saturday,18,Part One,BROOKVIEW ST,42.2887411,-71.09117797
I182070445,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,359,2018,9,Sunday,1,Part Three,MELVILLE AVE,42.29380964,-71.07001148
I182070444,3115,Investigate Person,INVESTIGATE PERSON,D14,794,2018,9,Sunday,1,Part Three,BRIGHTON AVE,42.3531512,-71.13385986
I182070441,1402,Vandalism,VANDALISM,C6,214,2018,9,Sunday,0,Part Two,W FIFTH ST,42.3359851,-71.05008287
I182070438,1402,Vandalism,VANDALISM,A1,72,2018,9,Sunday,0,Part Two,BOWDOIN ST,42.35832299,-71.06278436
I182070438,423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,72,2018,9,Sunday,0,Part One,BOWDOIN ST,42.35832299,-71.06278436
I182070437,3125,Warrant Arrests,WARRANT ARREST,E5,822,2018,9,Sunday,0,Part Three,RIDGECREST TER,42.26235312,-71.15350513
I182070436,3115,Investigate Person,INVESTIGATE PERSON,C11,435,2018,9,Sunday,0,Part Three,DUNBAR AVE,42.28644823,-71.07117585
I182070435,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,D14,752,2018,9,Saturday,23,Part Two,WASHINGTON ST,42.34934252,-71.16386818
I182070434,3114,Investigate Property,INVESTIGATE PROPERTY,C11,358,2018,9,Sunday,0,Part Three,WALDECK ST,42.29786721,-71.06651934
I182070432,1402,Vandalism,VANDALISM,E13,508,2018,9,Saturday,23,Part Two,HYDE PARK AVE,42.29182835,-71.11780085
I182070427,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B3,410,2018,9,Saturday,23,Part Three,MANCHESTER ST,42.27404039,-71.07630093
I182070425,3115,Investigate Person,INVESTIGATE PERSON,D14,796,2018,9,Saturday,23,Part Three,BRIGHTON AVE,42.35283155,-71.13114273
I182070424,3301,Verbal Disputes,VERBAL DISPUTE,C11,402,2018,9,Saturday,22,Part Three,BURT ST,42.28413536,-71.06957385
I182070421,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",D4,631,2018,9,Saturday,22,Part Three,COMMONWEALTH AVE,42.3498137,-71.10581404
I182070418,3115,Investigate Person,INVESTIGATE PERSON,D4,138,2018,9,Saturday,22,Part Three,BOYLSTON ST,42.34932471,-71.08014801
I182070417,1402,Vandalism,VANDALISM,B2,182,2018,9,Saturday,18,Part Two,MARSHFIELD ST,42.32263156,-71.06979845
I182070416,3115,Investigate Person,INVESTIGATE PERSON,C11,242,2018,9,Saturday,23,Part Three,BAKERSFIELD ST,42.31674327,-71.06104741
I182070415,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,938,2018,9,Saturday,22,Part Two,FIDELIS WAY,42.34531664,-71.14298078
I182070414,613,Larceny,LARCENY SHOPLIFTING,E18,527,2018,9,Saturday,22,Part One,WOLCOTT SQ,42.23730137,-71.13232346
I182070413,1402,Vandalism,VANDALISM,D4,144,2018,9,Saturday,21,Part Two,CLEARWAY ST,42.34522836,-71.08537838
I182070412,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,150,2018,8,Sunday,15,Part One,COLUMBUS AVE,42.343971,-71.077475
I182070411,613,Larceny,LARCENY SHOPLIFTING,D4,142,2018,9,Saturday,21,Part One,NEWBURY ST,42.34840576,-71.08688339
I182070410,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,906,2018,9,Saturday,21,Part Three,HORAN WAY,42.32547536,-71.10253482
I182070406,619,Larceny,LARCENY ALL OTHERS,A1,103,2018,9,Saturday,19,Part One,WASHINGTON ST,42.35680075,-71.05893025
I182070405,724,Auto Theft,AUTO THEFT,C11,358,2018,9,Saturday,22,Part One,WASHINGTON ST,42.2956968,-71.07214055
I182070404,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,551,2018,9,Saturday,21,Part Three,GLENDOWER RD,42.27562519,-71.13142204
I182070402,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,225,2018,9,Saturday,21,Part One,E FOURTH ST,42.33464183,-71.04250708
I182070400,3115,Investigate Person,INVESTIGATE PERSON,E13,639,2018,9,Saturday,20,Part Three,ROBINWOOD AVE,42.31624019,-71.11267011
I182070399,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,2018,9,Saturday,21,Part Three,ADAMS ST,42.29681873,-71.05656121
I182070398,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,427,2018,9,Saturday,19,Part Two,BABSON ST,42.27595146,-71.09248845
I182070397,2660,Other,OTHER OFFENSE,E18,515,2018,9,Saturday,17,Part Two,ROBBART LN,42.24635332,-71.1136693
I182070397,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,515,2018,9,Saturday,17,Part One,ROBBART LN,42.24635332,-71.1136693
I182070397,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,515,2018,9,Saturday,17,Part Two,ROBBART LN,42.24635332,-71.1136693
I182070397,1402,Vandalism,VANDALISM,E18,515,2018,9,Saturday,17,Part Two,ROBBART LN,42.24635332,-71.1136693
I182070397,3170,Other,INTIMIDATING WITNESS,E18,515,2018,9,Saturday,17,Part Three,ROBBART LN,42.24635332,-71.1136693
I182070396,3301,Verbal Disputes,VERBAL DISPUTE,A7,26,2018,9,Saturday,21,Part Three,BORDER ST,42.37787573,-71.03995208
I182070395,3207,Property Found,PROPERTY - FOUND,A1,78,2018,9,Saturday,6,Part Three,BLACKSTONE ST,42.36165196,-71.05630529
I182070393,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,416,2018,9,Saturday,20,Part Three,WILMINGTON AVE,42.28029155,-71.07220576
I182070392,2629,Harassment,HARASSMENT,B2,239,2018,9,Saturday,18,Part Two,HAMLET ST,42.31841468,-71.06507314
I182070392,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,239,2018,9,Saturday,18,Part Three,HAMLET ST,42.31841468,-71.06507314
I182070391,3301,Verbal Disputes,VERBAL DISPUTE,C6,234,2018,9,Saturday,20,Part Three,E EIGHTH ST,42.33145284,-71.03686785
I182070390,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,226,2018,9,Saturday,20,Part Two,E BROADWAY,42.33561661,-71.03641895
I182070389,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,520,2018,9,Saturday,21,Part One,HYDE PARK AVE,42.25621592,-71.12401947
I182070387,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,280,2018,9,Saturday,20,Part Three,WARREN ST,42.32978737,-71.08324801
I182070386,2405,Disorderly Conduct,DISORDERLY CONDUCT,B3,469,2018,9,Saturday,21,Part Two,WALK HILL ST,42.2790573,-71.09584789
I182070385,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,303,2018,9,Saturday,19,Part Three,W WALNUT PARK,42.31865822,-71.1006718
I182070384,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,E18,519,2018,9,Saturday,20,Part Three,WALTER ST,42.25667872,-71.11853971
I182070381,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,179,2018,9,Saturday,20,Part Two,GERARD ST,42.33176796,-71.07182739
I182070381,2610,Other,TRESPASSING,B2,179,2018,9,Saturday,20,Part Two,GERARD ST,42.33176796,-71.07182739
I182070380,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,119,2018,9,Saturday,20,Part Two,TREMONT ST,42.35540738,-71.06312433
I182070379,2610,Other,TRESPASSING,B2,179,2018,9,Saturday,16,Part Two,GERARD ST,42.33176796,-71.07182739
I182070377,3301,Verbal Disputes,VERBAL DISPUTE,C6,915,2018,9,Saturday,19,Part Three,E EIGHTH ST,42.33255367,-71.05064614
I182070376,3115,Investigate Person,INVESTIGATE PERSON,A1,77,2018,9,Saturday,20,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489
I182070375,3501,Missing Person Reported,MISSING PERSON,C11,358,2018,9,Saturday,19,Part Three,LARCHMONT ST,42.29703368,-71.06860662
I182070375,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,358,2018,9,Saturday,19,Part Three,LARCHMONT ST,42.29703368,-71.06860662
I182070373,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B2,290,2018,9,Saturday,14,Part Three,MALCOLM X BLVD,42.33130111,-71.09333508
I182070372,2647,Other,THREATS TO DO BODILY HARM,C11,344,2018,9,Saturday,19,Part Two,GENEVA AVE,42.30135087,-71.06796465
I182070371,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,112,2018,9,Saturday,17,Part Two,WASHINGTON ST,42.35512339,-71.0608798
I182070370,617,Larceny,LARCENY THEFT FROM BUILDING,A1,80,2018,9,Saturday,18,Part One,PRINCE ST,42.36531295,-71.05565803
I182070368,3114,Investigate Property,INVESTIGATE PROPERTY,C11,351,2018,9,Saturday,19,Part Three,ADAMS ST,42.29963709,-71.05851176
I182070367,3007,Medical Assistance,SUDDEN DEATH,E18,547,2018,9,Saturday,19,Part Three,ASHEVILLE RD,42.26831357,-71.12774478
I182070366,613,Larceny,LARCENY SHOPLIFTING,A1,87,2018,9,Saturday,18,Part One,COMMERCIAL ST,42.36628674,-71.05135503
I182070365,3115,Investigate Person,INVESTIGATE PERSON,E13,651,2018,8,Friday,7,Part Three,BOYNTON ST,42.30542129,-71.11325289
I182070364,2647,Other,THREATS TO DO BODILY HARM,C6,185,2018,9,Saturday,18,Part Two,MASSACHUSETTS AVE,42.32198656,-71.06280666
I182070363,3301,Verbal Disputes,VERBAL DISPUTE,B2,611,2018,9,Saturday,18,Part Three,MISSION PARK DR,42.33407624,-71.10842653
I182070362,3301,Verbal Disputes,VERBAL DISPUTE,B3,455,2018,9,Saturday,18,Part Three,TRINITY TER,42.3013553,-71.07790746
I182070361,3114,Investigate Property,INVESTIGATE PROPERTY,C11,355,2018,9,Saturday,19,Part Three,GIBSON ST,42.29755533,-71.0597091
I182070360,619,Larceny,LARCENY ALL OTHERS,A1,112,2018,9,Saturday,16,Part One,WASHINGTON ST,42.35512339,-71.0608798
I182070359,3301,Verbal Disputes,VERBAL DISPUTE,B3,406,2018,9,Saturday,18,Part Three,RIVER ST,42.27136131,-71.0810083
I182070358,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,520,2018,9,Saturday,18,Other,HYDE PARK AVE,42.25621592,-71.12401947
I182070357,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E5,682,2018,9,Saturday,17,Part Two,DURNELL AVE,42.28585449,-71.13761496
I182070357,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E5,682,2018,9,Saturday,17,Part Two,DURNELL AVE,42.28585449,-71.13761496
I182070356,3115,Investigate Person,INVESTIGATE PERSON,E13,641,2018,9,Saturday,18,Part Three,CENTRE ST,42.31674811,-71.11356249
I182070355,3301,Verbal Disputes,VERBAL DISPUTE,D14,938,2018,9,Saturday,18,Part Three,JETTE CT,42.3468275,-71.14319087
I182070354,1402,Vandalism,VANDALISM,C11,462,2018,8,Wednesday,22,Part Two,BOWDOIN AVE,42.30090969,-71.07425843
I182070353,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,A1,117,2018,9,Saturday,14,Part One,BOYLSTON ST,42.3523411,-71.06432465
I182070352,3410,Towed,TOWED MOTOR VEHICLE,D4,138,2018,9,Saturday,16,Part Three,NEWBURY ST,42.3494205,-71.083158
I182070350,3115,Investigate Person,INVESTIGATE PERSON,C6,212,2018,9,Saturday,17,Part Three,DORCHESTER ST,42.33686889,-71.04379437
I182070349,560,Other Burglary,BURGLARY - OTHER - FORCE,E18,519,2018,8,Monday,19,Part One,FAIRMOUNT AVE,42.2539599,-71.11962283
I182070348,3115,Investigate Person,INVESTIGATE PERSON,D14,786,2018,9,Saturday,17,Part Three,COMMONWEALTH AVE,42.34251263,-71.14363495
I182070347,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,332,2018,9,Saturday,16,Part Three,GLEN ST,42.31282319,-71.06746355
I182070346,619,Larceny,LARCENY ALL OTHERS,B2,587,2018,8,Friday,19,Part One,BURNEY ST,42.33188687,-71.0995439
I182070344,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,563,2018,9,Saturday,17,Part Three,FAWNDALE RD,42.29011783,-71.12187904
I182070343,2647,Other,THREATS TO DO BODILY HARM,B3,406,2018,8,Wednesday,11,Part Two,SOUTHMERE RD,42.27038654,-71.08451378
I182070342,381,Robbery,ROBBERY - CAR JACKING,E18,490,2018,9,Saturday,17,Part One,CUMMINS HWY,42.27645319,-71.11297971
I182070342,2647,Other,THREATS TO DO BODILY HARM,E18,490,2018,9,Saturday,17,Part Two,CUMMINS HWY,42.27645319,-71.11297971
I182070340,613,Larceny,LARCENY SHOPLIFTING,B2,311,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.3160569,-71.07820017
I182070339,3402,Service,ANIMAL INCIDENTS,D14,795,2018,9,Saturday,17,Part Three,ALLSTON ST,42.35042346,-71.13638086
I182070338,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,939,2018,9,Saturday,17,Other,FANEUIL ST,42.35555336,-71.15274721
I182070337,3115,Investigate Person,INVESTIGATE PERSON,B2,282,2018,9,Saturday,17,Part Three,WASHINGTON ST,42.32866284,-71.08563401
I182070335,1402,Vandalism,VANDALISM,C6,206,2018,9,Saturday,17,Part Two,SLEEPER ST,42.35217524,-71.04913425
I182070334,724,Auto Theft,AUTO THEFT,B2,326,2018,9,Saturday,16,Part One,BLUE HILL AVE,42.31162834,-71.08094294
I182070332,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,908,2018,9,Saturday,17,Part Two,SHANDON RD,42.29505434,-71.08904077
I182070331,724,Auto Theft,AUTO THEFT,C11,235,2018,9,Saturday,16,Part One,CARSON ST,42.3197573,-71.05428941
I182070330,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,E5,558,2018,9,Saturday,15,Part Three,HEATHCOTE ST,42.28166155,-71.12591039
I182070329,3115,Investigate Person,INVESTIGATE PERSON,C11,257,2018,9,Saturday,17,Part Three,HANCOCK ST,42.310434,-71.0613401
I182070328,3115,Investigate Person,INVESTIGATE PERSON,E5,822,2018,8,Monday,12,Part Three,EDGEMERE RD,42.25867638,-71.15116479
I182070327,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,680,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626
I182070327,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,E5,680,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626
I182070327,1815,Drug Violation,DRUGS - POSSESSION,E5,680,2018,9,Saturday,16,Part Two,WASHINGTON ST,42.28537376,-71.12928626
I182070326,1402,Vandalism,VANDALISM,E5,682,2018,8,Friday,16,Part Two,WALWORTH ST,42.2821665,-71.13732337
I182070325,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,434,2018,9,Saturday,16,Part Two,THETFORD AVE,42.28465991,-71.07839997
I182070325,2647,Other,THREATS TO DO BODILY HARM,B3,434,2018,9,Saturday,16,Part Two,THETFORD AVE,42.28465991,-71.07839997
I182070324,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,192,2018,9,Saturday,15,Part One,MOHAWK ST,42.3289371,-71.05571742
I182070323,613,Larceny,LARCENY SHOPLIFTING,D4,129,2018,9,Saturday,15,Part One,BOYLSTON ST,42.35095909,-71.0741278
I182070322,3125,Warrant Arrests,WARRANT ARREST,B2,280,2018,9,Saturday,16,Part Three,WARREN ST,42.32902469,-71.08341505
I182070321,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,231,2018,9,Saturday,16,Part Three,SWALLOW ST,42.33362325,-71.0301924
I182070319,3125,Warrant Arrests,WARRANT ARREST,B2,238,2018,9,Saturday,16,Part Three,QUINCEFIELD ST,42.31873011,-71.06660708
I182070318,3410,Towed,TOWED MOTOR VEHICLE,D4,144,2018,9,Saturday,13,Part Three,SAINT GERMAIN ST,42.34571916,-71.08562464
I182070317,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,456,2018,9,Saturday,14,Part Two,GREENWOOD ST,42.3008484,-71.07982055
I182070315,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,288,2018,8,Friday,19,Part Three,ROXBURY ST,42.32952036,-71.08530641
I182070314,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,317,2018,9,Saturday,15,Part Three,HUMBOLDT AVE,42.31262432,-71.08991596
I182070313,3410,Towed,TOWED MOTOR VEHICLE,D14,783,2018,9,Saturday,13,Part Three,GORDON ST,42.34966796,-71.13995527
I182070312,3115,Investigate Person,INVESTIGATE PERSON,A7,29,2018,9,Saturday,15,Part Three,MAVERICK SQ,42.36943145,-71.03917179
I182070311,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,116,2018,9,Saturday,14,Part Three,OXFORD ST,42.35193461,-71.06048592
I182070310,3301,Verbal Disputes,VERBAL DISPUTE,B3,442,2018,9,Saturday,13,Part Three,BROWNING AVE,42.29415023,-71.08175047
I182070309,361,Robbery,ROBBERY - OTHER,D4,151,2018,9,Saturday,15,Part One,BERKELEY ST,42.3460551,-71.07050669
I182070309,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,151,2018,9,Saturday,15,Part Two,BERKELEY ST,42.3460551,-71.07050669
I182070307,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,510,2018,9,Saturday,15,Part Two,WASHINGTON ST,42.30055518,-71.11312439
I182070306,3301,Verbal Disputes,VERBAL DISPUTE,C11,400,2018,9,Saturday,14,Part Three,MELLEN ST,42.28584895,-71.06935381
I182070305,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,569,2018,9,Saturday,14,Part Three,WASHINGTON ST,42.30307413,-71.11081856
I182070305,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E13,569,2018,9,Saturday,14,Part Two,WASHINGTON ST,42.30307413,-71.11081856
I182070304,1107,Fraud,FRAUD - IMPERSONATION,D4,905,2017,11,Wednesday,0,Part Two,E BROOKLINE ST,42.33926764,-71.07208833
I182070302,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,238,2018,9,Saturday,14,Part One,QUINCEFIELD ST,42.31873011,-71.06660708
I182070301,1402,Vandalism,VANDALISM,B2,304,2018,8,Friday,20,Part Two,MARCELLA ST,42.32102023,-71.09352344
I182070300,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,453,2018,9,Saturday,10,Part Three,WASHINGTON ST,42.2969072,-71.07233558
I182070298,3301,Verbal Disputes,VERBAL DISPUTE,C11,337,2018,9,Saturday,14,Part Three,OLNEY ST,42.30512773,-71.07370747
I182070297,3207,Property Found,PROPERTY - FOUND,A1,86,2018,9,Saturday,13,Part Three,SALEM ST,42.36423881,-71.05556016
I182070296,3207,Property Found,PROPERTY - FOUND,C11,335,2018,9,Saturday,12,Part Three,QUINCY ST,42.30947016,-71.06664424
I182070294,3201,Property Lost,PROPERTY - LOST,E18,522,2018,8,Friday,16,Part Three,HYDE PARK AVE,42.2518944,-71.1253531
I182070292,3114,Investigate Property,INVESTIGATE PROPERTY,E5,734,2018,9,Saturday,13,Part Three,POTOMAC ST,42.28678471,-71.16356912
I182070291,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,17,2018,9,Saturday,13,Part Three,CHELSEA ST,42.38064028,-71.02628915
I182070290,1402,Vandalism,VANDALISM,B2,261,2018,8,Friday,23,Part Two,BROOK AVE,42.32047753,-71.07273673
I182070290,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,261,2018,8,Friday,23,Part One,BROOK AVE,42.32047753,-71.07273673
I182070289,3410,Towed,TOWED MOTOR VEHICLE,C6,187,2018,9,Saturday,12,Part Three,HOWELL ST,42.32491951,-71.05726305
I182070288,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B2,288,2018,9,Saturday,13,Part Two,ROXBURY ST,42.3296087,-71.08462109
I182070288,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,288,2018,9,Saturday,13,Part Two,ROXBURY ST,42.3296087,-71.08462109
I182070287,3410,Towed,TOWED MOTOR VEHICLE,D14,793,2018,9,Saturday,12,Part Three,ROYCE RD,42.34914832,-71.131573
I182070287,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,793,2018,9,Saturday,12,Part Three,ROYCE RD,42.34914832,-71.131573
I182070286,3115,Investigate Person,INVESTIGATE PERSON,C11,360,2018,9,Saturday,13,Part Three,PARK ST,42.29753608,-71.0644598
I182070284,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,452,2018,9,Saturday,13,Part One,KENBERMA RD,42.29574022,-71.07322638
I182070282,2610,Other,TRESPASSING,D14,808,2018,8,Friday,16,Part Two,ANTWERP ST,42.35939228,-71.14002093
I182070281,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,D4,143,2018,9,Saturday,11,Part One,BOYLSTON ST,42.34862382,-71.08277637
I182070280,3115,Investigate Person,INVESTIGATE PERSON,E18,483,2018,9,Saturday,12,Part Three,MONPONSET ST,42.26368029,-71.09968298
I182070279,3301,Verbal Disputes,VERBAL DISPUTE,A1,92,2018,9,Saturday,12,Part Three,COURT ST,42.35892279,-71.05835354
